%Y-%m-%d;SBI;SPI;SII;LP25;LP40;LP60
2005-01-10;101.79;4265.26;191.661;111.88;103.33;92
2005-01-11;101.75;4252.5;191.903;111.73;103.12;91.73
2005-01-12;101.74;4220.95;193.422;111.49;102.79;91.29
2005-01-13;101.9;4235.99;193.633;111.75;103.03;91.53
2005-01-14;101.82;4267.54;193.522;112.01;103.44;92.09
2005-01-17;101.95;4291.68;193.897;112.17;103.6;92.24
2005-01-18;101.95;4277.75;193.927;112.26;103.74;92.44
2005-01-19;102.03;4286.75;193.335;112.2;103.61;92.22
2005-01-20;101.94;4272.08;193.267;112.1;103.49;92.1
2005-01-21;101.94;4277.91;193.833;112.12;103.49;92.06
2005-01-24;101.99;4285.03;194.093;112.09;103.41;91.91
2005-01-25;102.01;4297.05;193.71;112.33;103.74;92.34
2005-01-26;101.94;4300.16;193.279;112.24;103.65;92.26
2005-01-27;101.89;4303.48;192.122;112.22;103.66;92.3
2005-01-28;101.99;4288.54;191.725;112.31;103.71;92.31
2005-01-31;102.06;4305.72;193.486;112.55;104.01;92.68
2005-02-01;102.24;4324.85;193.309;112.96;104.49;93.23
2005-02-02;102.28;4325.3;193.805;113;104.54;93.29
2005-02-03;102.25;4342.58;193.943;113.19;104.79;93.62
2005-02-04;102.5;4363.04;193.846;113.65;105.31;94.19
2005-02-07;102.58;4384.04;193.961;113.98;105.72;94.68
2005-02-08;102.6;4392.72;193.923;114.06;105.83;94.82
2005-02-09;102.87;4383.13;193.801;114.1;105.74;94.59
2005-02-10;102.81;4390.3;193.436;114.01;105.64;94.48
2005-02-11;102.73;4421.12;193.097;114.12;105.86;94.81
2005-02-14;102.61;4421.55;192.538;113.99;105.73;94.68
2005-02-15;102.49;4424.57;190.703;113.87;105.65;94.64
2005-02-16;102.3;4392.22;190.411;113.52;105.26;94.22
2005-02-17;102;4401.48;190.787;113.18;104.92;93.87
2005-02-18;101.77;4417.08;190.335;112.99;104.79;93.82
2005-02-21;101.7;4434.73;188.401;112.96;104.79;93.83
2005-02-22;101.73;4420.74;187.315;112.51;104.13;92.93
2005-02-23;101.59;4387.16;186.607;112.36;103.98;92.8
2005-02-24;101.41;4399.19;186.668;112.39;104.11;93.04
2005-02-25;101.28;4437.11;186.625;112.63;104.51;93.62
2005-02-28;101.37;4435.52;186.457;112.47;104.25;93.23
2005-03-01;101.25;4465.88;185.631;112.63;104.55;93.67
2005-03-02;101.18;4491.93;185.097;112.81;104.82;94.05
2005-03-03;101.41;4490.76;184.547;113.07;105.06;94.26
2005-03-04;101.61;4513.74;184.31;113.34;105.32;94.51
2005-03-07;101.69;4518.14;185.048;113.67;105.7;94.96
2005-03-08;101.76;4494.66;186.714;113.3;105.17;94.24
2005-03-09;101.37;4485.88;188.639;112.98;104.89;94.01
2005-03-10;101.16;4471.28;188.482;112.58;104.44;93.5
2005-03-11;101.27;4490.44;187.724;112.64;104.46;93.45
2005-03-14;101.16;4484.18;187.981;112.73;104.62;93.7
2005-03-15;101.31;4518.76;188.073;113;104.9;93.98
2005-03-16;101.27;4471.79;188.37;112.52;104.23;93.1
2005-03-17;101.33;4461.05;188.497;112.58;104.29;93.17
2005-03-18;101.26;4440.15;189.185;112.68;104.45;93.42
2005-03-21;101.16;4445.78;189.601;112.69;104.51;93.52
2005-03-22;101.2;4449.04;189.892;112.68;104.44;93.39
2005-03-23;100.97;4452.34;189.853;112.68;104.55;93.63
2005-03-24;101.03;4460;188.547;112.82;104.7;93.79
2005-03-25;101.03;4460;188.547;112.83;104.72;93.82
2005-03-28;101.03;4460;188.547;112.92;104.86;94.01
2005-03-29;101.14;4474.02;188.868;112.95;104.8;93.85
2005-03-30;101.36;4457.45;189.658;113;104.8;93.78
2005-03-31;101.65;4456.72;190.048;113.24;104.98;93.9
2005-04-01;101.66;4473.72;189.954;113.42;105.2;94.16
2005-04-04;101.68;4440.26;189.546;113.54;105.33;94.33
2005-04-05;101.72;4470.68;189.175;113.65;105.49;94.53
2005-04-06;101.75;4510.03;189.004;113.82;105.71;94.8
2005-04-07;101.92;4526.26;189.062;114.01;105.89;94.96
2005-04-08;101.79;4524.17;188.931;113.86;105.76;94.84
2005-04-11;101.97;4522.63;190.073;113.87;105.66;94.61
2005-04-12;102.08;4505.29;191.864;114.05;105.84;94.81
2005-04-13;102.22;4524.27;191.769;114.15;105.89;94.78
2005-04-14;102.23;4535.39;192.064;114.23;105.97;94.85
2005-04-15;102.47;4520.67;192.392;113.92;105.38;93.93
2005-04-18;102.72;4447.49;192.22;113.57;104.75;93
2005-04-19;102.82;4484.36;192.008;113.83;105.08;93.4
2005-04-20;102.73;4460.72;192.117;113.52;104.67;92.89
2005-04-21;102.71;4453.39;192.498;113.59;104.8;93.09
2005-04-22;102.72;4480.12;192.653;113.78;105.04;93.38
2005-04-25;102.71;4469.8;192.675;113.99;105.33;93.79
2005-04-26;102.68;4478.56;192.192;113.89;105.2;93.61
2005-04-27;102.76;4422.01;192.394;113.76;104.96;93.27
2005-04-28;102.83;4427.51;192.984;113.75;104.89;93.13
2005-04-29;102.77;4444.06;192.864;113.86;105.09;93.42
2005-05-02;102.74;4484.77;192.785;114.24;105.61;94.08
2005-05-03;102.84;4489.38;193.1;114.3;105.63;94.06
2005-05-04;102.71;4534.37;193.199;114.37;105.83;94.38
2005-05-05;102.71;4534.37;193.199;114.57;106.08;94.69
2005-05-06;102.61;4566.17;193.525;114.71;106.34;95.09
2005-05-09;102.58;4551.49;193.381;114.73;106.37;95.13
2005-05-10;102.68;4491.09;193.836;114.45;105.9;94.47
2005-05-11;102.82;4492.08;194.474;114.63;106.08;94.64
2005-05-12;102.77;4516.11;194.939;114.71;106.19;94.79
2005-05-13;102.78;4512.58;195.518;114.74;106.22;94.8
2005-05-16;102.78;4512.58;195.518;114.8;106.31;94.94
2005-05-17;102.78;4512.37;195.612;114.83;106.34;94.98
2005-05-18;102.9;4548.28;195.502;115.2;106.81;95.55
2005-05-19;102.84;4563.28;195.574;115.35;107.07;95.92
2005-05-20;102.75;4566.69;195.52;115.46;107.25;96.19
2005-05-23;102.73;4579.15;195.537;115.55;107.37;96.33
2005-05-24;102.91;4609.61;195.247;115.76;107.57;96.52
2005-05-25;102.99;4620.81;196.072;115.75;107.51;96.38
2005-05-26;102.91;4652.55;196.533;115.98;107.88;96.91
2005-05-27;102.92;4667.09;196.783;116.06;107.99;97.04
2005-05-30;102.94;4667.03;196.234;116.18;108.15;97.25
2005-05-31;103.19;4645.39;196.4;116.26;108.14;97.14
2005-06-01;103.19;4704.55;196;116.65;108.69;97.87
2005-06-02;103.12;4718.59;196.395;116.68;108.75;97.97
2005-06-03;103.18;4706.65;196.362;116.64;108.68;97.84
2005-06-06;103.18;4691.31;196.851;116.59;108.58;97.72
2005-06-07;103.32;4727.53;196.902;116.86;108.89;98.04
2005-06-08;103.45;4728.71;197.853;116.97;108.95;98.04
2005-06-09;103.38;4733.82;198.131;117.1;109.17;98.38
2005-06-10;103.34;4732.84;198.718;117.24;109.38;98.68
2005-06-13;103.27;4754.67;198.253;117.4;109.65;99.07
2005-06-14;103.21;4757.5;197.983;117.41;109.7;99.16
2005-06-15;102.86;4748.84;198.012;117.07;109.4;98.92
2005-06-16;102.77;4751.42;198.08;117.15;109.57;99.2
2005-06-17;102.91;4754.63;198.002;117.26;109.65;99.22
2005-06-20;102.83;4735.37;197.064;117.29;109.71;99.34
2005-06-21;103.04;4775.61;195.575;117.56;109.97;99.56
2005-06-22;103.24;4770.74;194.791;117.78;110.15;99.7
2005-06-23;102.98;4763.36;194.894;117.57;109.98;99.57
2005-06-24;102.97;4728.28;195.277;117.34;109.62;99.09
2005-06-27;102.99;4703.42;195.648;117.2;109.38;98.72
2005-06-28;102.81;4718.69;196.048;117.39;109.75;99.32
2005-06-29;102.92;4755.96;195.55;117.58;109.97;99.55
2005-06-30;103.06;4752.39;195.865;117.67;109.99;99.47
2005-07-01;103.1;4771.11;195.953;117.95;110.39;100.01
2005-07-04;103.12;4777.61;196.219;118.07;110.54;100.22
2005-07-05;103.12;4778.32;196.515;118.15;110.67;100.4
2005-07-06;103.17;4799.37;196.591;118.2;110.71;100.42
2005-07-07;103.21;4755.78;196.816;117.92;110.28;99.83
2005-07-08;103.01;4804.43;196.988;118.24;110.83;100.63
2005-07-11;102.63;4838.67;197.307;118.02;110.72;100.63
2005-07-12;102.69;4820.08;197.309;117.91;110.52;100.35
2005-07-13;102.77;4870.06;197.195;118.29;111.03;100.98
2005-07-14;102.65;4909.55;197.907;118.36;111.19;101.24
2005-07-15;102.65;4916.48;197.604;118.46;111.33;101.42
2005-07-18;102.74;4919.88;197.832;118.51;111.32;101.35
2005-07-19;102.66;4933.05;198.397;118.73;111.69;101.87
2005-07-20;102.72;4950.75;198.816;118.79;111.74;101.93
2005-07-21;102.92;4939.66;199.236;118.75;111.59;101.63
2005-07-22;103.28;4944.96;199.607;119.17;111.97;101.98
2005-07-25;103.24;4951.06;199.627;119.22;112.04;102.07
2005-07-26;103.06;4964.9;200.556;119.13;112.02;102.12
2005-07-27;103.11;4994.99;201.145;119.33;112.28;102.44
2005-07-28;103.1;5029.87;201.205;119.4;112.4;102.6
2005-07-29;102.91;5025.01;199.775;119.13;112.09;102.25
2005-08-01;102.91;5032.11;199.048;118.99;111.94;102.07
2005-08-02;102.49;5076.25;198.928;118.92;112.06;102.41
2005-08-03;102.6;5067.41;199.239;118.88;111.94;102.19
2005-08-04;102.67;5039.72;199.468;118.71;111.64;101.74
2005-08-05;102.48;5033.13;199.242;118.49;111.41;101.5
2005-08-08;102.5;5052.37;198.017;118.5;111.41;101.48
2005-08-09;102.31;5055.9;197.681;118.47;111.48;101.67
2005-08-10;102.34;5090.99;198.106;118.64;111.71;101.95
2005-08-11;102.23;5084.18;198.015;118.54;111.62;101.89
2005-08-12;102.51;5062.28;199.845;118.64;111.6;101.74
2005-08-15;102.53;5055.58;198.826;118.78;111.77;101.94
2005-08-16;102.72;5058.99;198.511;118.93;111.85;101.93
2005-08-17;102.77;5053.39;198.606;118.87;111.74;101.78
2005-08-18;102.78;5028.18;198.519;118.94;111.83;101.88
2005-08-19;102.88;5059.53;198.57;119.2;112.14;102.26
2005-08-22;102.86;5051.88;198.869;119.23;112.18;102.31
2005-08-23;102.86;5010.43;199.188;119.17;112.06;102.14
2005-08-24;102.85;4988.17;199.015;118.92;111.7;101.66
2005-08-25;102.88;4949.78;198.645;118.69;111.37;101.21
2005-08-26;102.91;4925.01;198.242;118.49;111.06;100.77
2005-08-29;102.93;4937.75;198.452;118.69;111.31;101.09
2005-08-30;102.91;4944.82;198.107;118.89;111.59;101.45
2005-08-31;103.02;4977.17;197.984;119.02;111.73;101.6
2005-09-01;103.29;5005.49;197.333;119.14;111.76;101.52
2005-09-02;103.24;4991.38;197.381;118.91;111.46;101.14
2005-09-05;103.32;4998.19;197.808;119.17;111.77;101.5
2005-09-06;103.29;5047.24;197.853;119.4;112.15;102.04
2005-09-07;103.34;5102.37;197.656;119.63;112.47;102.44
2005-09-08;103.32;5100.4;198.5;119.64;112.46;102.42
2005-09-09;103.24;5117.54;199.278;119.8;112.73;102.81
2005-09-12;103.06;5139.25;199.083;119.91;113;103.26
2005-09-13;103.18;5116.31;198.39;119.94;112.94;103.11
2005-09-14;103.25;5142.54;199.299;119.96;112.94;103.08
2005-09-15;103.22;5157.4;199.36;120.2;113.28;103.53
2005-09-16;103.07;5198.02;198.887;120.33;113.57;103.99
2005-09-19;103.17;5196.42;198.579;120.53;113.77;104.19
2005-09-20;103.26;5220.31;198.22;120.65;113.88;104.28
2005-09-21;103.44;5167.57;198.74;120.48;113.5;103.67
2005-09-22;103.5;5147.05;198.626;120.6;113.64;103.84
2005-09-23;103.22;5181.37;198.4;120.63;113.83;104.2
2005-09-26;102.92;5229.51;198.272;120.7;114.09;104.7
2005-09-27;102.82;5228.12;198.2;120.63;114.05;104.68
2005-09-28;102.77;5266.81;198.36;120.77;114.28;105.01
2005-09-29;102.63;5237.18;198.522;120.74;114.33;105.17
2005-09-30;102.75;5271.01;198.359;120.79;114.35;105.13
2005-10-03;102.66;5346.17;198.306;121.05;114.78;105.75
2005-10-04;102.68;5371.96;197.789;121.04;114.74;105.65
2005-10-05;102.77;5358.31;198.13;120.75;114.25;104.9
2005-10-06;102.72;5292.05;198.797;120.07;113.28;103.6
2005-10-07;102.59;5293.58;198.265;120.09;113.35;103.75
2005-10-10;102.62;5297.15;198.28;120.19;113.46;103.86
2005-10-11;102.61;5309.04;198.66;120.24;113.56;104.02
2005-10-12;102.63;5275.6;199.094;119.99;113.18;103.5
2005-10-13;102.49;5233.28;198.887;119.84;113.04;103.37
2005-10-14;102.51;5233.64;199.207;119.76;112.92;103.21
2005-10-17;102.44;5243.53;199.38;119.9;113.13;103.5
2005-10-18;102.44;5283.9;199.073;120.03;113.28;103.67
2005-10-19;102.54;5187.48;199.002;119.79;112.88;103.11
2005-10-20;102.52;5234.28;199.178;119.68;112.74;102.91
2005-10-21;102.5;5207.01;198.49;119.51;112.51;102.6
2005-10-24;102.41;5253.48;199.035;119.8;112.98;103.28
2005-10-25;102.1;5272.24;198.615;119.45;112.66;102.98
2005-10-26;101.76;5295.02;198.71;119.29;112.61;103.07
2005-10-27;101.72;5253.5;198.693;118.92;112.09;102.36
2005-10-28;101.57;5221.61;199.131;118.85;112.08;102.47
2005-10-31;101.34;5338.4;197.754;119.42;113.02;103.81
2005-11-01;101.27;5383.51;197.121;119.48;113.15;104.02
2005-11-02;100.98;5397.09;196.31;119.2;112.95;103.9
2005-11-03;100.85;5466.11;195.293;119.48;113.44;104.62
2005-11-04;100.51;5462.27;195.069;119.49;113.64;105.05
2005-11-07;100.62;5496.27;194.723;119.71;113.89;105.33
2005-11-08;100.67;5498.08;195.127;119.82;113.99;105.43
2005-11-09;100.4;5485.02;194.764;119.59;113.83;105.35
2005-11-10;100.49;5490.08;194.955;119.65;113.88;105.38
2005-11-11;100.55;5563.78;195.052;120.04;114.42;106.07
2005-11-14;100.6;5537.73;194.878;120.04;114.38;106
2005-11-15;100.61;5544.75;193.699;120.14;114.47;106.09
2005-11-16;100.9;5505.04;193.738;120.44;114.71;106.26
2005-11-17;100.76;5547.36;193.52;120.51;114.91;106.6
2005-11-18;100.52;5617.29;192.932;120.54;115.13;107.02
2005-11-21;100.62;5632.25;193.048;120.78;115.38;107.29
2005-11-22;100.58;5644.33;192.714;120.86;115.51;107.49
2005-11-23;100.64;5664.5;192.929;121.02;115.7;107.71
2005-11-24;100.85;5650.02;192.914;121.2;115.82;107.76
2005-11-25;100.78;5669.12;193.249;121.23;115.91;107.93
2005-11-28;100.73;5613.74;192.827;120.9;115.44;107.3
2005-11-29;100.84;5624.34;192.688;121.04;115.6;107.48
2005-11-30;100.9;5601.68;193.024;120.95;115.42;107.18
2005-12-01;100.87;5691.9;193.261;121.43;116.14;108.19
2005-12-02;100.8;5732.2;193.294;121.53;116.34;108.49
2005-12-05;100.62;5730.66;192.898;121.25;116.03;108.13
2005-12-06;100.93;5747.1;193.394;121.48;116.19;108.22
2005-12-07;100.85;5732.14;193.142;121.41;116.15;108.21
2005-12-08;101.02;5712.21;193.794;121.31;115.89;107.76
2005-12-09;100.95;5716.48;194.801;121.29;115.93;107.86
2005-12-12;101;5714.89;195.494;121.32;115.91;107.78
2005-12-13;100.92;5722.66;195.716;121.46;116.15;108.14
2005-12-14;100.58;5681.13;195.894;121.01;115.66;107.62
2005-12-15;100.73;5639.56;196.027;121.11;115.72;107.65
2005-12-16;100.85;5663.82;196.605;121.38;116;107.94
2005-12-19;100.84;5692.1;198.335;121.5;116.14;108.09
2005-12-20;100.91;5682.81;198.265;121.74;116.45;108.51
2005-12-21;100.97;5707.41;199.654;122.01;116.84;109.03
2005-12-22;100.99;5686.73;199.069;122.04;116.86;109.04
2005-12-23;101.03;5674.04;198.936;122.11;116.92;109.1
2005-12-26;101.03;5674.04;198.936;122.12;116.94;109.13
2005-12-27;101.1;5711.45;199.494;122.2;116.98;109.11
2005-12-28;101.43;5721.06;199.793;122.48;117.19;109.22
2005-12-29;101.44;5765.29;200.279;122.65;117.44;109.57
2005-12-30;101.38;5742.41;200.016;122.48;117.21;109.27
2006-01-02;101.38;5742.41;200.016;122.5;117.24;109.32
2006-01-03;101.3;5780.41;199.956;122.42;117.22;109.34
2006-01-04;101.28;5851.15;200.406;122.59;117.46;109.65
2006-01-05;101.26;5837.79;199.832;122.51;117.35;109.51
2006-01-06;101.22;5850.81;200.22;122.53;117.42;109.65
2006-01-09;101.31;5849.79;199.536;122.79;117.74;110.05
2006-01-10;101.23;5811.98;199.794;122.61;117.52;109.78
2006-01-11;101.2;5876.23;198.562;122.83;117.86;110.24
2006-01-12;101.42;5910.93;198.4;123.18;118.23;110.62
2006-01-13;101.29;5914.65;196.879;123.07;118.12;110.5
2006-01-16;101.3;5939.35;196.687;123.12;118.17;110.54
2006-01-17;101.37;5903.46;196.695;123.01;117.94;110.18
2006-01-18;101.55;5861.67;197.241;122.79;117.52;109.51
2006-01-19;101.3;5890.47;198.937;122.86;117.78;110.01
2006-01-20;101.23;5839.37;197.589;122.53;117.32;109.39
2006-01-23;101.12;5839.84;198.674;122.08;116.72;108.61
2006-01-24;101.04;5834.18;197.837;122.09;116.78;108.73
2006-01-25;100.91;5826.92;197.2;121.98;116.72;108.74
2006-01-26;100.79;5875.77;198.118;122.21;117.14;109.38
2006-01-27;100.71;5904.32;198.595;122.56;117.72;110.26
2006-01-30;100.73;5912.75;198.413;122.81;118.05;110.67
2006-01-31;100.71;5928.95;198.977;122.79;118;110.6
2006-02-01;100.6;5948.78;199.073;122.76;118.06;110.75
2006-02-02;100.56;5917.74;198.889;122.57;117.78;110.37
2006-02-03;100.67;5954.72;199.406;122.79;118.02;110.61
2006-02-06;100.72;5954.78;199.349;122.97;118.24;110.88
2006-02-07;100.74;5952.6;199.315;122.89;118.09;110.66
2006-02-08;100.73;5947.96;200.039;122.82;117.99;110.53
2006-02-09;100.77;5979.71;200.014;123.08;118.34;110.97
2006-02-10;100.86;5973.56;199.798;123.17;118.41;111.03
2006-02-13;100.79;5991.82;200.291;123.09;118.32;110.9
2006-02-14;100.81;5988.75;200.288;123.34;118.66;111.38
2006-02-15;100.85;5929.55;200.714;123.22;118.47;111.13
2006-02-16;100.76;6006.64;200.742;123.47;118.89;111.74
2006-02-17;100.85;6014.36;201.061;123.65;119.07;111.89
2006-02-20;100.96;6039.98;201.893;123.72;119.09;111.86
2006-02-21;100.85;6078.54;202.412;123.75;119.21;112.06
2006-02-22;100.86;6105.55;203.142;124.03;119.6;112.59
2006-02-23;100.71;6068.62;204.388;123.75;119.3;112.27
2006-02-24;100.59;6051.98;203.946;123.84;119.48;112.58
2006-02-27;100.41;6084.58;204.757;123.94;119.72;113
2006-02-28;100.52;6012.26;205.105;123.6;119.13;112.11
2006-03-01;100.32;6075.75;205.299;123.68;119.36;112.51
2006-03-02;100.05;6050.42;204.269;123.29;118.96;112.09
2006-03-03;100.05;6061.05;204.049;123.15;118.75;111.8
2006-03-06;100.04;6063.84;204.301;123.07;118.63;111.62
2006-03-07;99.99;6021.37;203.61;122.98;118.52;111.5
2006-03-08;99.85;5995.95;203.895;122.69;118.18;111.1
2006-03-09;99.57;6017.18;204.137;122.69;118.31;111.39
2006-03-10;99.38;6095.15;203.531;122.9;118.73;112.05
2006-03-13;99.35;6145.67;203.735;123.06;118.98;112.41
2006-03-14;99.53;6142.41;203.289;123.15;119.03;112.39
2006-03-15;99.52;6131.56;203.285;123.18;119.09;112.5
2006-03-16;99.75;6135.65;202.83;123.35;119.17;112.47
2006-03-17;99.5;6162.17;203.211;123.27;119.2;112.63
2006-03-20;99.64;6175.51;203.059;123.42;119.32;112.71
2006-03-21;99.52;6173.81;202.745;123.44;119.4;112.85
2006-03-22;99.62;6182.01;202.533;123.63;119.61;113.09
2006-03-23;99.4;6155.37;203.018;123.57;119.63;113.24
2006-03-24;99.36;6172.46;202.811;123.59;119.68;113.31
2006-03-27;99.37;6129.74;202.719;123.44;119.45;112.99
2006-03-28;99.07;6125.28;203.532;122.91;118.87;112.34
2006-03-29;98.92;6130.95;202.891;123.05;119.17;112.85
2006-03-30;98.94;6169.12;203.467;123.09;119.22;112.89
2006-03-31;98.96;6163.39;202.711;123.19;119.33;113.02
2006-04-03;98.64;6206.34;202.393;123.13;119.44;113.33
2006-04-04;98.69;6190.11;202.491;122.95;119.15;112.92
2006-04-05;98.6;6219.6;202.622;122.94;119.21;113.05
2006-04-06;98.54;6229.23;202.868;122.98;119.32;113.25
2006-04-07;98.61;6232.42;202.764;123.1;119.43;113.36
2006-04-10;98.61;6232.52;203.412;123.12;119.47;113.4
2006-04-11;98.77;6173.13;204.634;122.96;119.11;112.81
2006-04-12;98.72;6154.77;204.175;122.81;118.93;112.59
2006-04-13;98.36;6178.99;203.843;122.56;118.78;112.58
2006-04-14;98.36;6178.99;203.843;122.57;118.8;112.6
2006-04-17;98.36;6178.99;203.843;122.18;118.26;111.85
2006-04-18;98.29;6147.98;203.701;122.29;118.44;112.15
2006-04-19;98.23;6215.32;203.905;122.48;118.76;112.62
2006-04-20;98.18;6241.49;204.771;122.74;119.13;113.12
2006-04-21;98.09;6271.76;204.765;122.77;119.22;113.28
2006-04-24;98.09;6261.14;205.1;122.63;118.99;112.94
2006-04-25;97.89;6235.05;204.988;122.35;118.7;112.64
2006-04-26;97.77;6264.42;204.701;122.46;118.91;112.96
2006-04-27;97.64;6269.96;205.289;122.29;118.72;112.74
2006-04-28;97.76;6251.53;205.706;121.97;118.21;111.99
2006-05-01;97.76;6251.53;205.706;121.82;118.01;111.72
2006-05-02;97.68;6271.5;206.539;121.96;118.27;112.12
2006-05-03;97.49;6197.04;206.82;121.63;117.87;111.67
2006-05-04;97.47;6215.75;207.077;121.57;117.82;111.61
2006-05-05;97.62;6285.98;207.163;121.95;118.31;112.22
2006-05-08;97.6;6324.92;207.035;122.18;118.63;112.66
2006-05-09;97.46;6340.86;206.588;121.99;118.44;112.47
2006-05-10;97.42;6332.07;206.492;121.93;118.35;112.32
2006-05-11;97.04;6325.13;205.955;121.35;117.71;111.6
2006-05-12;96.94;6212.36;205.356;120.52;116.55;110.04
2006-05-15;97.04;6129.67;205.366;120.44;116.31;109.63
2006-05-16;97.28;6149.84;205.232;120.68;116.49;109.73
2006-05-17;97.07;5977.6;204.957;119.9;115.46;108.43
2006-05-18;97.24;5919.83;204.994;119.77;115.11;107.83
2006-05-19;97.44;5930.78;205.327;120.15;115.55;108.33
2006-05-22;97.72;5778.58;205.014;119.62;114.56;106.8
2006-05-23;97.71;5889.25;205.254;119.95;115.04;107.44
2006-05-24;97.83;5824.15;204.628;120;115.02;107.35
2006-05-25;97.83;5824.15;204.628;120.2;115.32;107.78
2006-05-26;97.85;5976.62;203.858;120.93;116.38;109.22
2006-05-29;97.84;5987.22;204.417;120.91;116.36;109.18
2006-05-30;97.78;5869.59;204.05;120.13;115.23;107.63
2006-05-31;97.79;5924.57;205.047;120.37;115.58;108.11
2006-06-01;97.65;5933.68;204.302;120.45;115.81;108.52
2006-06-02;97.87;5975.32;204.283;120.72;116.05;108.73
2006-06-05;97.87;5975.32;204.283;120.41;115.59;108.07
2006-06-06;97.73;5843.39;204.546;119.98;115.02;107.36
2006-06-07;97.73;5876.43;204.231;120.06;115.09;107.42
2006-06-08;97.84;5717.72;203.953;119.72;114.49;106.54
2006-06-09;97.97;5789.23;204.723;119.98;114.82;106.93
2006-06-12;98.05;5709.34;203.965;119.76;114.43;106.34
2006-06-13;98.17;5573.99;202.815;119.25;113.54;105.03
2006-06-14;98.26;5586.67;202.531;119.29;113.59;105.08
2006-06-15;98.05;5708.48;201.641;119.74;114.41;106.34
2006-06-16;98.07;5691.8;201.465;119.85;114.54;106.51
2006-06-19;97.83;5738.62;200.825;119.83;114.62;106.7
2006-06-20;97.71;5760.81;200.135;119.71;114.53;106.62
2006-06-21;97.63;5780.33;199.874;119.78;114.68;106.86
2006-06-22;97.47;5823.25;199.571;119.86;114.89;107.22
2006-06-23;97.22;5826.43;199.729;119.7;114.8;107.24
2006-06-26;97.15;5811.92;199.641;119.68;114.8;107.27
2006-06-27;97.06;5772.23;198.946;119.43;114.46;106.81
2006-06-28;97.08;5788.21;198.83;119.54;114.61;107.02
2006-06-29;97.13;5870.06;199.067;120.16;115.52;108.26
2006-06-30;97.07;5955.64;199.073;120.23;115.65;108.45
2006-07-03;97.05;6008.19;199.079;120.44;115.98;108.9
2006-07-04;97.02;6019.99;198.047;120.53;116.12;109.1
2006-07-05;96.86;5967.2;197.717;120.2;115.71;108.61
2006-07-06;96.94;6000.49;197.679;120.37;115.91;108.84
2006-07-07;97.01;5965.8;197.766;120.22;115.63;108.4
2006-07-10;96.99;6001.6;197.908;120.47;116;108.91
2006-07-11;97.1;5978.63;197.746;120.47;115.92;108.74
2006-07-12;97.06;6005.42;197.623;120.45;115.9;108.71
2006-07-13;97.11;5914.27;197.156;119.96;115.12;107.6
2006-07-14;97.26;5853.24;197.73;119.89;114.89;107.18
2006-07-17;97.32;5839.99;198.376;119.99;114.98;107.26
2006-07-18;97.21;5807.34;197.961;119.87;114.86;107.15
2006-07-19;97.29;5915.3;197.268;120.47;115.69;108.25
2006-07-20;97.3;5962.95;197.562;120.57;115.82;108.38
2006-07-21;97.35;5931.2;197.771;120.36;115.45;107.82
2006-07-24;97.42;6046.42;198.42;121.06;116.45;109.15
2006-07-25;97.44;6050.09;198.737;121.25;116.71;109.52
2006-07-26;97.36;6076.37;199.402;121.26;116.77;109.64
2006-07-27;97.49;6110.25;199.962;121.35;116.84;109.65
2006-07-28;97.58;6173.5;199.124;121.7;117.3;110.25
2006-07-31;97.56;6175.15;200.012;121.69;117.29;110.22
2006-08-01;97.56;6175.15;200.012;121.67;117.23;110.12
2006-08-02;97.61;6151.09;199.273;121.7;117.26;110.15
2006-08-03;97.46;6083.68;198.423;121.48;117.02;109.92
2006-08-04;97.59;6141.98;199.44;121.69;117.23;110.11
2006-08-07;97.61;6068.12;198.944;121.43;116.82;109.52
2006-08-08;97.64;6071.48;199.776;121.56;116.98;109.73
2006-08-09;97.65;6137.27;199.847;121.67;117.14;109.93
2006-08-10;97.68;6105.91;200.065;121.84;117.36;110.22
2006-08-11;97.66;6116.27;200.03;121.79;117.3;110.15
2006-08-14;97.5;6165.49;199.624;121.9;117.55;110.56
2006-08-15;97.64;6257.76;199.977;122.37;118.16;111.32
2006-08-16;97.88;6285.77;199.772;122.66;118.46;111.63
2006-08-17;97.96;6304.05;199.368;122.83;118.66;111.85
2006-08-18;98.06;6283.52;199.87;122.97;118.79;111.99
2006-08-21;98.27;6264.61;199.477;122.91;118.56;111.54
2006-08-22;98.59;6284.29;199.087;123.46;119.17;112.22
2006-08-23;98.46;6282.94;199.626;123.3;118.98;112.01
2006-08-24;98.53;6295.65;199.172;123.4;119.08;112.1
2006-08-25;98.54;6299.84;199.043;123.5;119.21;112.26
2006-08-28;98.52;6311.2;199.645;123.49;119.21;112.25
2006-08-29;98.46;6349.66;199.362;123.57;119.38;112.54
2006-08-30;98.54;6367.2;199.599;123.62;119.4;112.51
2006-08-31;98.63;6357.87;200.35;123.79;119.58;112.7
2006-09-01;98.75;6377.78;200.654;124.06;119.9;113.08
2006-09-04;98.78;6406.94;200.134;124.21;120.09;113.33
2006-09-05;98.73;6404.22;200.424;124.23;120.15;113.45
2006-09-06;98.56;6366.52;200.04;123.85;119.68;112.86
2006-09-07;98.6;6327.77;199.681;123.74;119.46;112.51
2006-09-08;98.73;6359.73;200.264;124.04;119.83;112.95
2006-09-11;98.6;6305.08;199.431;123.64;119.3;112.27
2006-09-12;98.63;6378.29;198.796;124.04;119.87;113.06
